,recipe_id,original_frames,dropped_frames
2861,dish_1562774980,28,24
2862,dish_1551224833,115,6
2863,dish_1575653017,28,22
2864,dish_1551318673,124,30
2865,dish_1568055963,29,10
2866,dish_1558631904,18,2
2867,dish_1551491090,115,13
2868,dish_1551381103,117,58
2869,dish_1558717969,12,4
2870,dish_1563913588,29,10
2871,dish_1550778007,115,31
2872,dish_1561661377,102,46
2873,dish_1551563660,117,37
2874,dish_1566591022,31,14
2875,dish_1551490819,114,22
2876,dish_1565725123,30,12
2877,dish_1550777181,114,37
2878,dish_1565811287,35,4
2879,dish_1563217774,35,12
2880,dish_1562872223,198,93
2881,dish_1558722842,12,0
2882,dish_1563304333,33,9
2883,dish_1566934120,31,6
2884,dish_1551567426,116,61
2885,dish_1561407283,28,0
2886,dish_1550712403,115,36
2887,dish_1562790170,35,3
2888,dish_1566329234,31,1
2889,dish_1558725112,12,0
2890,dish_1562860073,29,9
2891,dish_1558719097,12,0
2892,dish_1550792864,113,16
2893,dish_1568318408,30,16
2894,dish_1551493159,124,41
2895,dish_1561060558,24,2
2896,dish_1558028606,33,10
2897,dish_1561575977,28,8
2898,dish_1550790347,118,13
2899,dish_1563813221,28,9
2900,dish_1551563550,114,48
2901,dish_1558724959,12,5
2902,dish_1558722171,12,6
2903,dish_1566244904,39,1
2904,dish_1550712024,121,59
2905,dish_1562096973,29,8
2906,dish_1563475874,29,12
2907,dish_1561747075,29,8
2908,dish_1565383062,28,9
2909,dish_1551377209,115,36
2910,dish_1563827425,31,11
2911,dish_1550796686,120,69
2912,dish_1551391337,113,57
2913,dish_1550876376,115,51
2914,dish_1559332822,18,4
2915,dish_1562946075,28,0
2916,dish_1562777068,28,2
2917,dish_1563468299,30,11
2918,dish_1562603569,29,8
2919,dish_1565383097,28,9
2920,dish_1551233573,119,78
2921,dish_1551565204,127,41
2922,dish_1563207332,30,2
2923,dish_1566316587,28,0
2924,dish_1562094931,28,7
2925,dish_1558640008,18,2
2926,dish_1565728494,33,11
2927,dish_1550874191,116,39
2928,dish_1565641885,35,11
2929,dish_1558631872,18,0
2930,dish_1563217968,28,6
2931,dish_1561579933,28,5
2932,dish_1568233478,38,5
2933,dish_1558549086,32,3
2934,dish_1563393148,34,4
2935,dish_1567024135,28,10
2936,dish_1551134895,116,4
2937,dish_1568401167,35,12
2938,dish_1559593794,28,5
2939,dish_1561062555,25,4
2940,dish_1550711598,116,60
2941,dish_1563826223,31,13
2942,dish_1565203015,30,8
2943,dish_1573665056,31,15
2944,dish_1561753400,66,32
2945,dish_1551125258,127,31
2946,dish_1560975517,25,8
2947,dish_1550863309,114,86
2948,dish_1567537387,31,4
2949,dish_1558379588,32,23
2950,dish_1563563289,28,4
2951,dish_1551390341,118,28
2952,dish_1551233745,115,85
2953,dish_1558116001,36,0
2954,dish_1551235240,117,66
2955,dish_1561739576,30,7
2956,dish_1562700718,30,11
2957,dish_1550778981,116,23
2958,dish_1550772551,116,30
2959,dish_1561753021,30,8
2960,dish_1551490740,115,70
2961,dish_1558724031,12,0
2962,dish_1561664013,28,5
2963,dish_1558639138,18,3
2964,dish_1562602918,28,8
2965,dish_1563551432,40,0
2966,dish_1562086740,28,7
2967,dish_1558031302,32,4
2968,dish_1558459528,28,23
2969,dish_1562959599,29,1
2970,dish_1566851115,36,10
2971,dish_1551379379,115,30
2972,dish_1550773162,115,26
2973,dish_1568217267,40,28
2974,dish_1561577947,32,4
2975,dish_1551225541,115,50
2976,dish_1565884692,80,12
2977,dish_1551563429,115,21
2978,dish_1566331828,31,1
2979,dish_1551396096,115,28
2980,dish_1563827482,31,10
2981,dish_1562963484,32,1
2982,dish_1562691441,28,8
2983,dish_1563391333,31,16
2984,dish_1551565797,116,36
2985,dish_1561393550,28,22
2986,dish_1565109659,34,8
2987,dish_1550876969,114,31
2988,dish_1566587689,36,16
2989,dish_1550792315,126,35
2990,dish_1562170163,29,6
2991,dish_1561406762,30,8
2992,dish_1561492161,29,6
2993,dish_1558110478,24,1
2994,dish_1551318543,116,36
2995,dish_1565987142,29,7
2996,dish_1572540910,28,14
2997,dish_1560802048,27,6
2998,dish_1563378344,39,12
2999,dish_1550773995,121,55
3000,dish_1566849295,31,6
3001,dish_1563555563,33,11
3002,dish_1550859927,116,14
3003,dish_1562788506,28,18
3004,dish_1561480391,28,8
3005,dish_1567107989,28,12
3006,dish_1551237814,121,51
3007,dish_1561665452,31,6
3008,dish_1563307519,35,10
3009,dish_1562788568,30,4
3010,dish_1576171118,28,27
3011,dish_1558028492,34,0
3012,dish_1561748862,29,9
3013,dish_1559842274,28,11
3014,dish_1572029300,28,23
3015,dish_1562012076,31,9
3016,dish_1563391375,29,7
3017,dish_1562789301,28,2
3018,dish_1558632799,18,0
3019,dish_1561575347,28,10
3020,dish_1551565321,116,19
3021,dish_1567107049,32,32
3022,dish_1566501293,31,18
3023,dish_1551139487,115,26
3024,dish_1558630325,18,3
3025,dish_1550707156,120,34
3026,dish_1560527225,24,1
3027,dish_1562963583,31,7
3028,dish_1561741174,28,9
3029,dish_1551322804,115,28
3030,dish_1551228396,115,30
3031,dish_1551567329,137,96
3032,dish_1563302447,37,5
3033,dish_1563898107,29,4
3034,dish_1558722207,12,5
3035,dish_1568660810,35,14
3036,dish_1573851615,40,19
3037,dish_1560456348,28,6
3038,dish_1566936352,34,12
3039,dish_1562615388,28,7
3040,dish_1567537457,32,4
3041,dish_1558722125,12,1
3042,dish_1559751775,28,7
3043,dish_1551318377,128,61
3044,dish_1562010394,29,1
3045,dish_1566417442,32,13
3046,dish_1550876892,119,16
3047,dish_1551314121,127,36
3048,dish_1550874950,112,51
3049,dish_1558639683,18,6
3050,dish_1561996859,27,1
3051,dish_1558640477,18,0
3052,dish_1563565354,29,15
3053,dish_1560529844,27,3
3054,dish_1562170236,28,5
3055,dish_1550862106,151,28
3056,dish_1562096401,28,5
3057,dish_1572625763,28,8
3058,dish_1558725353,12,6
3059,dish_1550785292,115,33
3060,dish_1551399100,115,25
3061,dish_1564159588,29,10
3062,dish_1563823423,31,2
3063,dish_1560887435,24,3
3064,dish_1558720289,12,1
3065,dish_1550708221,116,48
3066,dish_1561392410,28,5
3067,dish_1550874640,125,18
3068,dish_1550792143,114,27
3069,dish_1551491413,115,44
3070,dish_1558721484,12,0
3071,dish_1565034635,31,15
3072,dish_1558032156,32,5
3073,dish_1560802853,27,8
3074,dish_1568666000,32,8
3075,dish_1566938088,30,11
3076,dish_1556572657,108,53
3077,dish_1550861584,115,38
3078,dish_1572376778,30,14
3079,dish_1563555072,35,9
3080,dish_1551222759,115,25
3081,dish_1558116486,33,20
3082,dish_1562180025,31,9
3083,dish_1551224751,116,44
3084,dish_1550777124,114,27
3085,dish_1551566753,118,10
3086,dish_1562963059,29,1
3087,dish_1561406789,28,3
3088,dish_1562703345,27,14
3089,dish_1566849208,34,10
3090,dish_1551304349,118,26
3091,dish_1551225281,116,62
3092,dish_1565981802,28,0
3093,dish_1562786103,28,21
3094,dish_1561578865,28,0
3095,dish_1558549150,33,4
3096,dish_1558723742,12,0
3097,dish_1551234316,115,16
3098,dish_1551392884,119,35
3099,dish_1565894889,29,8
3100,dish_1551393210,121,15
3101,dish_1566414291,31,16
3102,dish_1560527168,24,9
3103,dish_1563553756,32,7
3104,dish_1566242111,39,1
3105,dish_1562615153,28,8
3106,dish_1551381496,115,30
3107,dish_1563824377,30,6
3108,dish_1564086778,29,10
3109,dish_1560367952,28,3
3110,dish_1559846528,29,11
3111,dish_1561662842,28,4
3112,dish_1561580552,32,4
3113,dish_1566501324,28,15
3114,dish_1558724574,12,1
3115,dish_1565107092,29,9
3116,dish_1551134208,116,27
3117,dish_1562614980,28,7
3118,dish_1561578226,28,0
3119,dish_1558029686,35,12
3120,dish_1561666875,28,5
3121,dish_1560444967,28,7
3122,dish_1560800951,24,9
3123,dish_1559244305,24,9
3124,dish_1565035746,31,14
3125,dish_1563207301,28,2
3126,dish_1558637214,18,1
3127,dish_1561736715,29,5
3128,dish_1550862217,114,113
3129,dish_1558457468,28,19
3130,dish_1551324010,119,46
3131,dish_1566316558,28,4
3132,dish_1573491352,40,19
3133,dish_1565811423,30,6
3134,dish_1560368815,21,7
3135,dish_1560975601,24,4
3136,dish_1561662814,31,7
3137,dish_1550776907,116,24
3138,dish_1562876674,37,3
3139,dish_1562790224,31,3
3140,dish_1567801520,29,18
3141,dish_1562007842,33,3
3142,dish_1563220058,30,10
3143,dish_1568141871,34,9
3144,dish_1551564992,115,71
3145,dish_1572540238,31,21
3146,dish_1551142046,116,8
3147,dish_1550861670,115,9
3148,dish_1564082323,35,7
3149,dish_1562776497,28,4
3150,dish_1565898511,28,10
3151,dish_1560801020,24,10
3152,dish_1562010865,28,4
3153,dish_1563813308,36,6
3154,dish_1550793245,131,51
3155,dish_1565123881,31,9
3156,dish_1559059992,18,1
3157,dish_1567526785,30,13
3158,dish_1566931548,30,4
3159,dish_1562945879,33,3
3160,dish_1562947885,33,32
3161,dish_1558725621,12,0
3162,dish_1551122914,119,56
3163,dish_1561576794,33,5
3164,dish_1551303866,117,20
3165,dish_1562700524,29,7
3166,dish_1561665422,31,6
3167,dish_1558113204,32,22
3168,dish_1551141747,115,15
3169,dish_1563564797,32,13
3170,dish_1568664972,82,61
3171,dish_1565379788,31,8
3172,dish_1550789601,123,39
3173,dish_1550706037,115,18
3174,dish_1558381206,28,0
3175,dish_1567020417,31,9
3176,dish_1567110631,31,18
3177,dish_1567801468,87,60
3178,dish_1562698100,28,16
3179,dish_1558720097,12,1
3180,dish_1559843492,159,31
3181,dish_1565378680,37,8
3182,dish_1551379478,116,50
3183,dish_1561753477,29,6
3184,dish_1562181217,30,4
3185,dish_1551395233,116,25
3186,dish_1568056046,32,10
3187,dish_1550712143,116,26
3188,dish_1567022338,29,5
3189,dish_1566849923,29,6
3190,dish_1551375086,115,38
3191,dish_1566414642,34,14
3192,dish_1550770511,116,11
3193,dish_1559240987,25,3
3194,dish_1551486628,119,41
3195,dish_1562963676,35,9
3196,dish_1559157454,25,1
3197,dish_1557862829,121,77
3198,dish_1562690144,34,9
3199,dish_1563221640,32,1
3200,dish_1561666849,28,7
3201,dish_1559844323,31,10
3202,dish_1551323662,117,26
3203,dish_1551228478,117,16
3204,dish_1559668238,28,4
3205,dish_1550713174,116,17
3206,dish_1565640894,31,9
3207,dish_1566933454,28,17
3208,dish_1572984755,30,13
3209,dish_1559157919,25,3
3210,dish_1561575445,28,1
3211,dish_1560798656,27,7
3212,dish_1560798815,32,7
3213,dish_1561578800,30,1
3214,dish_1550860787,116,17
3215,dish_1562774456,40,7
3216,dish_1566933401,29,21
3217,dish_1567023161,37,15
3218,dish_1563475788,30,19
3219,dish_1551563964,116,34
3220,dish_1550775393,116,14
3221,dish_1551379788,115,33
3222,dish_1550713462,115,44
3223,dish_1561751958,30,11
3224,dish_1565196260,35,9
3225,dish_1559240875,25,9
3226,dish_1568233509,39,8
3227,dish_1563824155,31,7
3228,dish_1558721559,12,0
3229,dish_1562945900,28,0
3230,dish_1565711083,28,11
3231,dish_1550712622,115,21
3232,dish_1558718680,12,3
3233,dish_1563378073,39,14
3234,dish_1558381840,28,21
3235,dish_1575664962,28,24
3236,dish_1563464543,28,4
3237,dish_1566923030,69,40
3238,dish_1561665671,28,15
3239,dish_1563550584,28,8
3240,dish_1551493005,122,50
3241,dish_1551374712,115,41
3242,dish_1566230258,36,10
3243,dish_1561996647,23,5
3244,dish_1550773949,115,42
3245,dish_1559849537,31,13
3246,dish_1563381512,40,2
3247,dish_1565898544,39,12
3248,dish_1566317801,34,31
3249,dish_1563218031,28,6
3250,dish_1550713114,116,15
3251,dish_1563308353,28,8
3252,dish_1551564637,117,24
3253,dish_1563913627,31,9
3254,dish_1551488776,118,21
3255,dish_1562872498,29,4
3256,dish_1561060531,24,7
3257,dish_1561999332,36,5
3258,dish_1561663541,28,5
3259,dish_1564082212,32,8
3260,dish_1562874049,32,8
3261,dish_1566934366,28,6
3262,dish_1558550181,34,2
3263,dish_1563378660,40,8
3264,dish_1563393217,30,8
3265,dish_1568144954,37,9
3266,dish_1561405864,28,6
3267,dish_1562691000,28,10
3268,dish_1565640842,32,10
3269,dish_1559925174,28,8
3270,dish_1551565720,117,51
3271,dish_1550873788,152,24
3272,dish_1557863104,108,68
3273,dish_1558725786,12,0
3274,dish_1565119493,28,9
3275,dish_1558717886,12,5
3276,dish_1559239753,27,6
3277,dish_1563900120,32,9
3278,dish_1560454562,28,7
3279,dish_1562871488,34,7
3280,dish_1551374604,115,36
3281,dish_1560444985,28,7
3282,dish_1550859356,115,50
3283,dish_1558725702,12,0
3284,dish_1561406817,28,8
3285,dish_1551135656,119,32
3286,dish_1566414686,35,14
3287,dish_1550873486,128,37
3288,dish_1558718974,12,1
3289,dish_1562960520,29,4
3290,dish_1565379320,32,9
3291,dish_1566933498,35,20
3292,dish_1566328776,35,7
3293,dish_1566328988,31,5
3294,dish_1561665065,28,5
3295,dish_1551376623,117,14
3296,dish_1550707995,116,19
3297,dish_1550776854,116,21
3298,dish_1567022212,33,10
3299,dish_1558635933,18,0
3300,dish_1558725829,12,0
3301,dish_1558718906,12,2
3302,dish_1561579824,30,6
3303,dish_1562009006,28,1
3304,dish_1551381829,115,37
3305,dish_1562614158,32,9
3306,dish_1563207389,28,9
3307,dish_1563563527,30,11
3308,dish_1562602860,28,9
3309,dish_1558379273,31,17
3310,dish_1558547205,34,4
3311,dish_1551323487,115,78
3312,dish_1559590005,28,1
3313,dish_1565640868,25,10
3314,dish_1560442450,28,23
3315,dish_1551222311,114,43
3316,dish_1563207364,29,10
3317,dish_1566246415,39,6
3318,dish_1558721726,12,1
3319,dish_1562959700,28,7
3320,dish_1568146905,40,8
3321,dish_1562085604,28,13
3322,dish_1551566316,116,55
3323,dish_1562775212,28,26
3324,dish_1566419603,38,10
3325,dish_1551139675,115,52
3326,dish_1551226892,140,58
3327,dish_1567023296,28,16
3328,dish_1558640748,18,0
3329,dish_1551391710,114,81
3330,dish_1550875931,121,63
3331,dish_1557937574,103,37
3332,dish_1566847483,37,6
3333,dish_1568401064,31,7
3334,dish_1558722931,12,1
3335,dish_1558639818,18,4
3336,dish_1566838378,36,10
3337,dish_1559846099,31,8
3338,dish_1551390758,115,62
3339,dish_1561579505,30,1
3340,dish_1563222850,31,2
3341,dish_1550863247,115,54
3342,dish_1557937037,104,15
3343,dish_1551233491,117,57
3344,dish_1561997900,26,10
3345,dish_1551381661,120,78
3346,dish_1565972363,28,9
3347,dish_1563480505,32,0
3348,dish_1550772701,115,30
3349,dish_1551228930,115,7
3350,dish_1562947598,29,28
3351,dish_1551124687,125,15
3352,dish_1566934487,29,13
3353,dish_1550859977,115,23
3354,dish_1566333167,32,10
3355,dish_1551313782,115,48
3356,dish_1567110811,31,11
3357,dish_1565034281,33,12
3358,dish_1562687246,30,9
3359,dish_1562008936,28,6
3360,dish_1551135536,115,34
3361,dish_1558630207,18,1
3362,dish_1573665080,30,18
3363,dish_1567022180,33,5
3364,dish_1562009314,31,6
3365,dish_1551306647,114,21
3366,dish_1561739265,33,4
3367,dish_1550770482,116,15
3368,dish_1560360112,28,8
3369,dish_1565711115,31,7
3370,dish_1559059924,18,3
3371,dish_1563218201,35,13
3372,dish_1558639979,18,3
3373,dish_1558109907,24,2
3374,dish_1551223114,116,42
3375,dish_1562876531,33,8
3376,dish_1558630288,18,6
3377,dish_1563294547,37,0
3378,dish_1559158354,24,6
3379,dish_1558719377,12,4
3380,dish_1562168696,28,3
3381,dish_1550771330,116,35
3382,dish_1563563348,29,10
3383,dish_1566413356,31,17
3384,dish_1551566159,114,26
3385,dish_1558638137,18,4
3386,dish_1551225714,116,28
3387,dish_1560455224,28,11
3388,dish_1558115601,33,25
3389,dish_1559934679,30,3
3390,dish_1565986702,36,2
3391,dish_1551314390,114,32
3392,dish_1573161475,29,20
3393,dish_1563206409,28,8
3394,dish_1562687299,28,7
3395,dish_1560526408,25,10
3396,dish_1558457665,28,0
3397,dish_1572031580,29,25
3398,dish_1560888930,24,2
3399,dish_1565728591,31,9
3400,dish_1551567471,115,108
3401,dish_1550791822,135,34
3402,dish_1566849987,34,4
3403,dish_1558116090,34,29
3404,dish_1567110556,34,16
3405,dish_1551563213,117,73
3406,dish_1560370114,28,8
3407,dish_1562691566,28,8
3408,dish_1563208129,29,4
3409,dish_1560455421,28,9
3410,dish_1551303770,119,89
3411,dish_1565033085,29,14
3412,dish_1566244815,39,3
3413,dish_1567785739,20,6
3414,dish_1550792023,115,30
3415,dish_1565031338,34,10
3416,dish_1550710793,118,64
3417,dish_1558642458,12,2
3418,dish_1550874829,116,82
3419,dish_1562011765,31,8
3420,dish_1566414723,31,16
3421,dish_1558030724,34,14
3422,dish_1559590130,28,3
3423,dish_1565117429,28,8
3424,dish_1563564760,28,14
3425,dish_1566419635,33,12
3426,dish_1565382969,33,15
3427,dish_1551390560,114,20
3428,dish_1566922978,33,15
3429,dish_1551393069,115,39
3430,dish_1551223023,115,39
3431,dish_1563813501,32,5
3432,dish_1562871297,34,11
3433,dish_1572889747,29,28
3434,dish_1558109945,24,4
3435,dish_1563379132,40,10
3436,dish_1562170331,28,3
3437,dish_1551378099,86,30
3438,dish_1551374746,116,40
3439,dish_1550780717,118,21
3440,dish_1562949541,29,0
3441,dish_1550790442,115,17
3442,dish_1551141931,118,29
3443,dish_1562788760,31,4
3444,dish_1558629517,18,7
3445,dish_1563824130,34,13
3446,dish_1559233445,25,9
3447,dish_1562094694,28,6
3448,dish_1551225467,113,31
3449,dish_1551135767,115,22
3450,dish_1550796973,116,48
3451,dish_1551389551,118,34
3452,dish_1561575474,28,3
3453,dish_1568405466,31,4
3454,dish_1550712079,116,37
3455,dish_1565035802,31,8
3456,dish_1558459945,33,24
3457,dish_1560526514,24,4
3458,dish_1561667238,27,10
3459,dish_1560366998,28,9
3460,dish_1550789860,116,36
3461,dish_1562787817,28,3
3462,dish_1566419546,36,15
3463,dish_1551490767,115,41
3464,dish_1551389684,117,23
3465,dish_1566938059,33,11
3466,dish_1561575410,28,1
3467,dish_1568145027,39,8
3468,dish_1562688552,28,6
3469,dish_1566332268,33,11
3470,dish_1550797474,122,43
3471,dish_1560801829,24,12
3472,dish_1556575386,144,3
3473,dish_1567714839,37,13
3474,dish_1561996786,25,4
3475,dish_1551237710,116,18
3476,dish_1550785404,126,37
3477,dish_1550862681,115,23
3478,dish_1559232986,27,6
3479,dish_1559841808,28,7
3480,dish_1563827110,32,6
3481,dish_1562959485,30,5
3482,dish_1563476577,31,17
3483,dish_1560541793,24,4
3484,dish_1562691032,31,8
3485,dish_1563555100,28,8
3486,dish_1563900205,25,0
3487,dish_1560974707,27,5
3488,dish_1568666089,34,14
3489,dish_1563824304,56,8
3490,dish_1566588066,29,15
3491,dish_1550710279,113,23
3492,dish_1551224647,116,32
3493,dish_1564169958,31,1
3494,dish_1565383128,31,10
3495,dish_1550777025,116,33
3496,dish_1565023128,28,9
3497,dish_1551123072,119,62
3498,dish_1558381708,28,14
3499,dish_1550790252,123,48
3500,dish_1562871448,37,10
3501,dish_1563551220,29,8
3502,dish_1567525744,31,17
3503,dish_1551304456,124,42
3504,dish_1551563890,116,61
3505,dish_1565119464,30,9
3506,dish_1562789207,31,11
3507,dish_1558548666,34,1
3508,dish_1563220087,31,6
3509,dish_1563389413,31,8
3510,dish_1551390474,116,55
3511,dish_1566931179,34,18
3512,dish_1551324284,121,36
3513,dish_1565972384,28,7
3514,dish_1551228715,119,37
3515,dish_1566851155,35,7
3516,dish_1560368944,28,5
3517,dish_1550873218,117,65
3518,dish_1551492790,114,27
3519,dish_1551390528,122,27
3520,dish_1551225021,116,27
3521,dish_1563307488,31,8
3522,dish_1551222558,115,22
3523,dish_1558115641,33,2
3524,dish_1551567141,115,46
3525,dish_1565898158,37,4
3526,dish_1559157777,24,4
3527,dish_1551563511,117,47
3528,dish_1557937157,136,11
3529,dish_1551223394,113,23
3530,dish_1561654756,28,1
3531,dish_1562790775,31,14
3532,dish_1572625859,28,6
3533,dish_1550862495,114,35
3534,dish_1558110335,24,14
3535,dish_1563216625,32,11
3536,dish_1574369148,28,25
3537,dish_1560787781,24,4
3538,dish_1561739805,31,2
3539,dish_1561393741,28,2
3540,dish_1561567053,28,16
3541,dish_1558640105,18,4
3542,dish_1573764183,29,13
3543,dish_1567526738,33,11
3544,dish_1568320383,30,21
3545,dish_1551393113,116,37
3546,dish_1559925037,28,13
3547,dish_1566936323,32,12
3548,dish_1561577848,28,2
3549,dish_1551316838,119,60
3550,dish_1563900150,29,9
3551,dish_1572291695,28,17
3552,dish_1567537212,35,6
3553,dish_1550772454,117,30
3554,dish_1565724509,74,22
3555,dish_1562784242,31,9
3556,dish_1573505208,28,20
3557,dish_1551390051,116,19
3558,dish_1559239256,26,5
3559,dish_1563308323,34,15
3560,dish_1550772505,114,64
3561,dish_1563897981,28,7
3562,dish_1550705535,115,28
3563,dish_1563566674,32,13
3564,dish_1550781280,117,39
3565,dish_1558631825,18,2
3566,dish_1550862272,115,28
3567,dish_1561577573,31,3
3568,dish_1566332193,28,6
3569,dish_1561577083,29,2
3570,dish_1559846450,31,13
3571,dish_1563910276,35,11
3572,dish_1562945332,32,11
3573,dish_1563476551,34,20
3574,dish_1558115282,32,27
3575,dish_1550875293,116,8
3576,dish_1572021481,28,26
3577,dish_1558640941,12,5
3578,dish_1562699612,28,11
3579,dish_1565383026,33,10
3580,dish_1559244417,25,9
3581,dish_1563480534,32,0
3582,dish_1563379163,40,9
3583,dish_1551376575,136,18
3584,dish_1558376874,32,19
3585,dish_1562617972,28,4
3586,dish_1566413510,33,15
3587,dish_1563221602,34,1
3588,dish_1551378449,115,17
3589,dish_1551397752,114,61
3590,dish_1550778694,116,15
3591,dish_1551390087,115,32
3592,dish_1551229028,125,5
3593,dish_1551392833,115,58
3594,dish_1559233627,24,5
3595,dish_1565724269,34,6
3596,dish_1560368712,28,10
3597,dish_1550861994,115,52
3598,dish_1560441270,28,3
3599,dish_1568055986,34,16
3600,dish_1561407249,28,0
3601,dish_1562614121,28,10
3602,dish_1561749664,32,5
3603,dish_1573763118,30,16
3604,dish_1559581356,18,1
3605,dish_1551304608,116,48
3606,dish_1562170356,28,2
3607,dish_1559240382,27,6
3608,dish_1565721828,33,6
3609,dish_1565118999,30,11
3610,dish_1558375583,32,6
3611,dish_1565724552,24,4
3612,dish_1562872470,35,5
3613,dish_1551565096,115,46
3614,dish_1563822663,35,8
3615,dish_1550797031,113,44
3616,dish_1568314907,30,15
3617,dish_1550769483,117,72
3618,dish_1560456794,28,6
3619,dish_1551392271,121,64
3620,dish_1550792194,116,42
3621,dish_1551391379,113,51
3622,dish_1550712486,115,18
3623,dish_1550704903,116,23
3624,dish_1567022251,33,9
3625,dish_1558373639,29,19
3626,dish_1566317711,31,27
3627,dish_1563476463,30,15
3628,dish_1551223249,114,16
3629,dish_1558639673,18,6
3630,dish_1550863037,121,30
3631,dish_1568147044,36,6
3632,dish_1565119669,31,8
3633,dish_1562949242,31,6
3634,dish_1561392543,28,3
3635,dish_1560455090,28,6
3636,dish_1566838407,29,11
3637,dish_1562096512,28,7
3638,dish_1565898590,29,10
3639,dish_1568315001,29,8
3640,dish_1558457530,28,18
3641,dish_1560788338,24,20
3642,dish_1551486411,116,40
3643,dish_1562008517,28,2
3644,dish_1550795455,116,25
3645,dish_1550861074,115,115
3646,dish_1550707357,115,24
3647,dish_1560802092,27,6
3648,dish_1574711418,28,23
3649,dish_1566851222,32,2
3650,dish_1562774099,33,2
3651,dish_1559243704,25,10
3652,dish_1558031133,32,2
3653,dish_1561575661,28,2
3654,dish_1551563370,114,30
3655,dish_1560975491,32,11
3656,dish_1550770802,120,66
3657,dish_1562963612,32,5
3658,dish_1551233827,114,85
3659,dish_1562615324,31,9
3660,dish_1550789255,117,15
3661,dish_1551316788,121,41
3662,dish_1559233102,25,5
3663,dish_1551492975,116,80
3664,dish_1550791884,115,41
3665,dish_1551564577,114,72
3666,dish_1563303350,29,13
3667,dish_1557937758,106,27
3668,dish_1551222791,114,15
3669,dish_1559844063,28,18
3670,dish_1550705504,114,9
3671,dish_1561405836,28,9
3672,dish_1573491305,28,5
3673,dish_1563827188,37,9
3674,dish_1563217895,38,17
3675,dish_1559848857,28,8
3676,dish_1551396678,126,49
3677,dish_1558636388,18,7
3678,dish_1562009810,31,7
3679,dish_1565640427,38,18
3680,dish_1561576652,28,0
3681,dish_1559233144,26,5
3682,dish_1560453150,28,5
3683,dish_1551376850,116,44
3684,dish_1561654392,28,1
3685,dish_1550792824,117,14
3686,dish_1551395022,115,45
3687,dish_1560357792,28,7
3688,dish_1551314022,116,51
3689,dish_1564171996,31,2
3690,dish_1551323073,119,25
3691,dish_1561061687,25,4
3692,dish_1576259776,28,20
3693,dish_1562613340,28,7
3694,dish_1551389268,116,16
3695,dish_1560802006,25,8
3696,dish_1566244964,39,1
3697,dish_1561576618,28,1
3698,dish_1562959129,29,1
3699,dish_1559675178,31,1
3700,dish_1551235109,116,38
3701,dish_1566419577,33,9
3702,dish_1560360030,16,1
3703,dish_1551392958,115,21
3704,dish_1551222527,115,30
3705,dish_1562950091,31,7
3706,dish_1563205982,29,7
3707,dish_1551390304,117,64
3708,dish_1568405430,37,3
3709,dish_1562007763,31,7
3710,dish_1558638844,18,4
3711,dish_1565207694,37,13
3712,dish_1558031566,32,9
3713,dish_1560367085,29,8
3714,dish_1558459020,28,18
3715,dish_1566402160,30,13
3716,dish_1550706891,116,24
3717,dish_1561749750,30,4
3718,dish_1550785599,119,27
3719,dish_1550705939,113,60
3720,dish_1558640145,18,3
3721,dish_1550778535,115,32
3722,dish_1551395396,117,27
3723,dish_1562788816,33,5
3724,dish_1562774531,28,7
3725,dish_1557861216,103,27
3726,dish_1565974375,31,5
3727,dish_1558725286,12,6
3728,dish_1551492506,115,45
3729,dish_1550793621,116,46
3730,dish_1558115512,32,19
3731,dish_1550876819,116,39
3732,dish_1561576483,28,2
3733,dish_1551397543,114,16
3734,dish_1551235171,116,23
3735,dish_1563476267,31,24
3736,dish_1551222363,116,25
3737,dish_1550861124,115,38
3738,dish_1563565415,30,14
3739,dish_1559848882,32,15
3740,dish_1568314823,28,27
3741,dish_1562690950,28,13
3742,dish_1563996441,28,4
3743,dish_1561576051,28,2
3744,dish_1562613867,28,12
3745,dish_1568144774,38,13
3746,dish_1551494058,115,34
3747,dish_1550706177,113,51
3748,dish_1562602589,28,12
3749,dish_1567537185,36,8
3750,dish_1562702813,61,47
3751,dish_1557936645,105,20
3752,dish_1551124221,120,13
3753,dish_1558381143,28,22
3754,dish_1563811412,33,16
3755,dish_1563913675,33,9
3756,dish_1558642089,12,4
3757,dish_1561749857,28,4
3758,dish_1566245437,39,7
3759,dish_1565711498,31,3
3760,dish_1550777860,116,17
3761,dish_1559842326,28,8
3762,dish_1550874267,134,31
3763,dish_1561575192,30,11
3764,dish_1563381461,38,3
3765,dish_1550712961,116,62
3766,dish_1574711517,30,20
3767,dish_1551376933,114,33
3768,dish_1565986761,343,241
3769,dish_1562872150,33,16
3770,dish_1562012048,28,8
3771,dish_1550772027,116,12
3772,dish_1568666230,37,11
3773,dish_1560543465,21,12
3774,dish_1560453275,28,5
3775,dish_1550788264,123,54
3776,dish_1551568156,119,29
3777,dish_1566838317,31,7
3778,dish_1565031376,35,10
3779,dish_1566329203,34,1
3780,dish_1551377828,115,21
3781,dish_1561662501,28,5
3782,dish_1558468401,33,19
3783,dish_1563382987,40,5
3784,dish_1551373253,140,31
3785,dish_1568060646,31,8
3786,dish_1575997268,29,12
3787,dish_1558720335,12,5
3788,dish_1566332154,28,7
3789,dish_1550860820,116,35
3790,dish_1560444785,28,2
3791,dish_1566851616,31,0
3792,dish_1551324246,115,68
